CollatzDepthSplit.equidist_of_dft_small	N	401953
CollatzDepthSplit.tendsto_density_of_dft_tendsto_zero	N	115171
CollatzDepthSplit.levels_equidistribute	N	723
CollatzDepthSplit.census_mass	T	1998
CollatzDepthSplit.level_operator	T	607100
CollatzDepthSplit.cube_indicator	T	174387
CollatzDepthSplit.feed_is_odd_image	T	178387
